Student_ID,Name,Age,Gender,Location,Education_Level,Exam_Type,Malpractice_Type,Caught,Date
53e5a77f-802f-476d-a38e-f1ee02700b93,Faith Jenkins,29,Other,Port Harcourt,Postgraduate,WAEC,Use of external assistance,No,2025-02-24
10dc7173-5ebd-451a-a9a3-a075922c71f7,Jeffrey Smith,29,Other,Lagos,High School,University Exam,Falsification of results,No,2023-11-17
ee880b10-ffb7-40af-bc65-6d97ddb20644,Susan Bush,28,Other,Abuja,Undergraduate,University Exam,Cheating with electronic devices,Yes,2025-07-29
a9504afc-bb8b-4d8f-a2dd-5f636001a8c8,James Harvey,25,Other,Kano,High School,NECO,Impersonation,No,2024-04-15
1cb954cd-aab8-48cf-8c5f-8de6e8f7bb09,Kristen Gonzalez,27,Other,Ibadan,Undergraduate,Mock Exam,Copying from neighbors,No,2025-05-01
c5d42c2b-4cd0-47a9-8ea8-0e98d4c88554,Hannah Rodriguez,18,Other,Abuja,Postgraduate,Mock Exam,Use of external assistance,Yes,2024-11-25
0333dcfb-5bfd-45a4-8393-c964ba6d1dc3,Christopher Baker,28,Female,Port Harcourt,Undergraduate,JAMB,Falsification of results,No,2023-12-24
6c766711-03cd-40e9-bcf2-7530b3fb9222,Anne Mccoy,27,Female,Abuja,Undergraduate,University Exam,Impersonation,No,2024-01-17
d374c87c-3b11-409b-9654-834b85537a25,Austin Burns,26,Male,Benin,High School,WAEC,Falsification of results,Yes,2023-12-25
0dc7dafb-af6b-4dcf-a2f4-c90dc96c6bfb,Anna Clarke,17,Female,Abuja,Postgraduate,JAMB,Falsification of results,Yes,2024-11-15
c3b981a5-d5d9-42e6-823e-206bb62929f9,Elizabeth Bell,16,Other,Enugu,Postgraduate,WAEC,Smuggling of unauthorized materials,No,2023-09-26
729a2d2b-c2f3-4603-a896-621e68258c50,William Frank,28,Other,Lagos,Undergraduate,Mock Exam,Impersonation,No,2025-03-29
2928e250-b665-4d8f-a336-d7456359ea30,Kevin Whitaker,18,Other,Port Harcourt,High School,University Exam,Collusion with other candidates,Yes,2025-04-06
583c4136-4df6-43b8-a65b-bbf7425f7108,Carmen White,26,Other,Enugu,High School,JAMB,Copying from neighbors,Yes,2023-11-11
fd54b324-c748-425f-8852-d9bf34b87527,Ryan Tyler,28,Other,Lagos,Postgraduate,JAMB,Cheating with electronic devices,Yes,2024-08-14
1d52d7ac-60d6-4529-8d47-d2dc7e1fbff4,John King,23,Other,Ibadan,Undergraduate,JAMB,Cheating with electronic devices,Yes,2023-11-12
c8f36746-ea60-40f5-8fff-c069c435b9a4,Cathy Young,19,Other,Kaduna,High School,NECO,Use of external assistance,Yes,2023-08-29
ed96a152-994d-4cd0-8258-3b54ec2f2bdd,Christopher Martinez,17,Other,Port Harcourt,Undergraduate,University Exam,Smuggling of unauthorized materials,No,2025-03-25
032101bc-c729-468d-ae91-61239f887ebc,Christopher Brown,20,Female,Ibadan,Postgraduate,JAMB,Falsification of results,Yes,2024-11-07
101e280b-db51-4b9a-83fa-daea22a07bbf,Christopher Smith,16,Male,Kano,Postgraduate,WAEC,Use of external assistance,Yes,2023-08-31
0fbe0fcf-2590-45b9-b1a4-13d1755ecfd5,Judy Miranda,23,Female,Kaduna,Undergraduate,Mock Exam,Smuggling of unauthorized materials,No,2023-08-08
7ae6f2d7-d1e6-4745-a5ac-5d43e2ba7c1f,Edwin Brown,23,Male,Abuja,Undergraduate,University Exam,Cheating with electronic devices,No,2025-03-14
4e3105ac-c6cf-4119-95b1-fcff8990b752,Rachel Cook,30,Other,Ibadan,High School,NECO,Smuggling of unauthorized materials,Yes,2025-03-06
9a9392e5-d369-4cba-950b-b850fe0b0cd9,Charles Bernard,15,Male,Ibadan,High School,NECO,Falsification of results,No,2025-06-16
c70c61b0-6e08-45b0-826e-066ae250f3c7,Maria Barber,24,Female,Abuja,High School,University Exam,Use of external assistance,No,2024-04-17
c55b070f-d311-4a3d-a692-a718042fcebf,Eric Delgado,20,Male,Kaduna,Postgraduate,NECO,Copying from neighbors,No,2024-11-06
a19d07ea-ade2-489c-be48-28c729e1ad6a,Mike Parker,17,Female,Lagos,Undergraduate,WAEC,Smuggling of unauthorized materials,Yes,2024-02-09
247d98cd-4886-4de9-a213-d446a315dc43,Jennifer Fox,25,Other,Kaduna,Postgraduate,University Exam,Use of external assistance,No,2023-12-19
825d8aba-ce47-48c0-ad71-3d3cda6ac49d,Jason Gutierrez,24,Male,Kaduna,High School,JAMB,Collusion with other candidates,No,2025-07-09
9bb4c13a-e85d-4f46-905c-6c6b3d0101a1,Mary Blair,26,Male,Kaduna,High School,NECO,Smuggling of unauthorized materials,No,2025-07-25
82f2fb65-57d3-4121-9497-d97990c702b4,Rebecca Cummings,17,Female,Ibadan,Postgraduate,JAMB,Collusion with other candidates,No,2024-01-07
f11ce118-4e47-40d8-85ed-2eb29b45e10d,Miguel Colon,20,Male,Abuja,Postgraduate,Mock Exam,Collusion with other candidates,No,2025-03-01
ce75baf6-89a8-4aaf-8beb-8e9d5be45c12,Ruth Farmer,26,Other,Kano,High School,WAEC,Collusion with other candidates,No,2023-08-22
c574fdf6-6674-416f-93f5-64774edd4804,Chelsea Morgan,21,Male,Kano,Postgraduate,WAEC,Collusion with other candidates,No,2024-04-29
bc80fc47-e0f9-416b-a2dd-6a5a7acd5696,Thomas Lee,29,Other,Benin,Postgraduate,Mock Exam,Use of external assistance,No,2025-03-13
2b797b43-abea-476d-a6f9-b2bbcb8708b0,Shelley Williams,25,Male,Benin,High School,University Exam,Smuggling of unauthorized materials,No,2024-01-22
5ed74a3e-3b7b-4dca-9624-da1ffb1f1457,Lisa Hopkins,23,Other,Lagos,Undergraduate,Mock Exam,Cheating with electronic devices,No,2023-10-24
e44ff0b2-3034-41ae-a3be-466af95309f3,Taylor Shah,29,Female,Lagos,High School,JAMB,Falsification of results,No,2024-05-26
55c89d6c-00c3-4079-a023-f44e827d3194,Donald Rogers,17,Other,Abuja,Postgraduate,Mock Exam,Copying from neighbors,No,2025-03-28
a22f9519-1d99-429c-95f0-bb201d2e9c45,Robert Simpson,29,Other,Lagos,Undergraduate,Mock Exam,Use of external assistance,Yes,2024-03-16
e46a77a1-bf3e-40f9-a719-8ae31a0bf938,Melissa Hart,25,Other,Benin,Postgraduate,NECO,Cheating with electronic devices,No,2023-11-21
b261aeac-4a31-4185-911d-ede050cf578b,Taylor Archer,18,Female,Abuja,Postgraduate,NECO,Cheating with electronic devices,Yes,2024-01-31
a3ce2ae6-6871-4fbf-86eb-4c2f2ee04449,Vanessa Anderson,29,Female,Kano,Undergraduate,JAMB,Impersonation,No,2024-01-11
db658542-c5fe-4949-8caf-ea0da30f074d,Timothy Small,28,Female,Lagos,Postgraduate,JAMB,Cheating with electronic devices,No,2024-06-29
f179e2b2-1cdd-4fc7-a0ab-7b40c6e497dd,Joann Taylor,18,Other,Kaduna,Undergraduate,JAMB,Use of external assistance,Yes,2024-06-30
68ffde94-0c02-4cee-b4d4-bde725332e6a,Jennifer Hogan,25,Male,Kano,Undergraduate,JAMB,Use of external assistance,No,2024-03-28
b3a36ceb-8c11-44ac-92b7-7df3cd7b6b62,Rachael Morgan,19,Other,Abuja,Undergraduate,Mock Exam,Smuggling of unauthorized materials,No,2024-10-19
140e86e3-0760-4c3b-afca-d4cf2152ab63,Jason Rush,19,Other,Abuja,Postgraduate,University Exam,Copying from neighbors,No,2024-11-10
f7674a59-85fc-43be-8ad7-567db7d6e833,Michelle Campos,15,Female,Ibadan,High School,NECO,Impersonation,No,2025-01-15
c63401e9-daad-491e-b32c-7bf488fbad77,Tara Young,21,Male,Kano,High School,WAEC,Impersonation,Yes,2024-12-10
ac408c01-877b-4d2a-b0a9-bb96dbc81a21,Margaret Harrington,16,Other,Enugu,Postgraduate,NECO,Copying from neighbors,No,2024-09-22
46a660c3-f7e7-4691-8e33-452f0b7471fc,Jason Jimenez,19,Male,Kano,Postgraduate,Mock Exam,Falsification of results,Yes,2024-10-19
31ec9211-fd72-43d6-9d4d-a4287e9dd2d7,Marie Woods,29,Male,Kaduna,Undergraduate,NECO,Smuggling of unauthorized materials,No,2023-10-21
14d653c4-248e-4426-b52e-bc78e06fc7db,Lisa Leblanc,29,Male,Port Harcourt,Undergraduate,University Exam,Falsification of results,Yes,2024-07-10
e2e04163-1e1d-464b-84e4-7b13b936029e,Michael Ortiz,26,Other,Benin,Undergraduate,JAMB,Falsification of results,No,2023-09-09
e27acdac-13e6-4986-9cd6-1dbbfc94da5e,Joseph Hawkins,28,Male,Port Harcourt,Postgraduate,NECO,Falsification of results,No,2025-02-14
63242761-7a54-475e-bad5-4eb87e7618c4,Sara Davis,16,Other,Benin,Undergraduate,Mock Exam,Cheating with electronic devices,Yes,2023-12-04
59caead9-1572-4629-931c-d1db5ca88bea,Christopher Hernandez,24,Male,Kano,Undergraduate,University Exam,Copying from neighbors,Yes,2025-01-08
a4399c1d-2fdc-42e6-9593-2b0051acc63a,Derrick Thomas,28,Male,Port Harcourt,Undergraduate,JAMB,Cheating with electronic devices,No,2025-01-26
8690357d-6c3e-4656-9c33-ddcd4021670f,Shannon Ingram,16,Female,Enugu,High School,University Exam,Cheating with electronic devices,No,2024-12-04
b028a846-7f14-4af1-a9f1-69de92e97897,Cynthia King,22,Male,Enugu,High School,JAMB,Falsification of results,Yes,2025-07-09
6f6d592d-891c-40f4-bfd0-a8d776d8b176,Tammy Chavez,19,Male,Ibadan,Undergraduate,NECO,Falsification of results,No,2025-04-24
62156fb6-e391-4a60-9064-4257ccd35e09,Meghan Graham,29,Other,Lagos,High School,WAEC,Impersonation,Yes,2025-05-01
1ad1aaa9-c9f7-4b22-9d60-8b0a5a8a01b1,Amber Jennings,19,Other,Kaduna,High School,JAMB,Collusion with other candidates,No,2023-11-26
5627cff0-a20b-44d9-90c2-22966cf7f395,Sherri Farley,18,Male,Port Harcourt,Undergraduate,Mock Exam,Smuggling of unauthorized materials,Yes,2025-05-05
35c118ac-2785-4dfd-b2d8-42c64c549cb8,Brianna Cisneros,18,Female,Lagos,Postgraduate,Mock Exam,Copying from neighbors,Yes,2023-11-19
eff6ea04-93dc-4200-8ca9-cd8145128a39,Richard Mack,19,Female,Kaduna,High School,Mock Exam,Impersonation,Yes,2024-10-09
262fefc6-5f14-4f98-977b-14a388b5de6f,Austin Sellers,28,Male,Abuja,Postgraduate,JAMB,Cheating with electronic devices,Yes,2024-10-01
30aefcde-a00f-47f1-bc91-32c4f5baf003,Adrian Walker,27,Female,Lagos,Postgraduate,University Exam,Impersonation,No,2023-12-07
296c8bdf-7145-40c5-9a30-69837fb2ff5b,Justin Hale,15,Female,Abuja,Undergraduate,NECO,Use of external assistance,Yes,2024-04-19
e5e9b7ec-52ee-468b-a008-fcb416d6ad83,Margaret Morgan,25,Male,Lagos,Undergraduate,Mock Exam,Impersonation,Yes,2025-06-15
37c685cd-814c-4a0a-a961-d410ae774043,Denise Cooper,29,Other,Benin,Postgraduate,NECO,Falsification of results,Yes,2024-08-01
69e500aa-af5c-4f2b-b1b4-dc80a9527576,Jacqueline Jones,17,Other,Benin,High School,JAMB,Collusion with other candidates,Yes,2025-01-30
e0e8b552-deb4-4814-b886-51702ddc4244,Robert Harris,21,Male,Enugu,Undergraduate,Mock Exam,Smuggling of unauthorized materials,No,2024-03-20
24547eee-a80e-46d1-a71a-5034d20e7292,Steven Fowler,23,Male,Port Harcourt,Undergraduate,JAMB,Falsification of results,Yes,2024-08-30
16ee6e3a-4634-4f9d-9c97-90ac9799ae14,Kyle Smith,25,Female,Abuja,Undergraduate,University Exam,Smuggling of unauthorized materials,No,2023-09-28
0886f32b-efc9-44fe-8d05-c6b917b68154,Heather Greer,27,Female,Kano,Undergraduate,University Exam,Impersonation,No,2024-01-10
2cfd905e-12af-40b5-98e2-9977b1a10bc1,Ronald Mcdonald,17,Other,Kaduna,High School,University Exam,Copying from neighbors,Yes,2025-05-04
33f9be98-b3b7-4f2f-828e-97e9f7a9c040,Richard Robinson,24,Female,Abuja,High School,JAMB,Use of external assistance,No,2024-01-21
6e88014f-411c-4e4e-b9eb-9892d5e71d21,Glenda Frederick,24,Female,Kaduna,High School,University Exam,Impersonation,No,2024-06-24
022eba51-4f80-49ae-837b-a0fea6c582e5,Paul Ellis,16,Other,Enugu,Postgraduate,University Exam,Impersonation,Yes,2023-11-13
48d76689-3702-4bbf-8dd6-b75f769ab08f,Adam Keller,17,Other,Kaduna,Undergraduate,Mock Exam,Falsification of results,Yes,2025-02-08
d6976efe-10f5-4539-9452-34e107df21a8,Christopher Lewis,15,Male,Benin,High School,NECO,Cheating with electronic devices,Yes,2023-09-30
3e3e7079-875c-4c00-9879-4a69bee33625,Jonathan Thornton,26,Female,Kaduna,Postgraduate,WAEC,Copying from neighbors,Yes,2024-04-17
13fa869a-d732-42a5-b5c3-cf9e6a01d8c8,John Smith,29,Female,Enugu,Undergraduate,WAEC,Copying from neighbors,Yes,2024-07-15
f1257ea3-46b2-4a98-b93b-421a2349919f,Kayla Nichols,26,Female,Enugu,Postgraduate,JAMB,Collusion with other candidates,Yes,2025-01-06
1c3deb57-7914-4c86-9c1f-a8121ce8e869,Darren Smith,15,Other,Kano,Undergraduate,Mock Exam,Smuggling of unauthorized materials,Yes,2024-11-11
2d4385ea-4707-44b5-b423-94cab58ce049,David Smith,23,Female,Benin,High School,Mock Exam,Impersonation,No,2025-06-12
8939d45e-a196-4010-b89d-f513f5b72cab,Diana Pham,21,Male,Kano,High School,University Exam,Collusion with other candidates,No,2024-12-29
bec4dbee-dbdb-4aee-b2ee-87585e4efd56,Terry Taylor,17,Other,Enugu,Postgraduate,JAMB,Use of external assistance,Yes,2024-02-08
4fbbacb0-dabf-4813-ad91-087515b58734,Latasha Sanchez,24,Female,Kano,Postgraduate,NECO,Falsification of results,No,2024-09-25
0e6398e3-3b2f-413a-8814-5adccdfa0db6,John Bowman,22,Male,Port Harcourt,High School,NECO,Falsification of results,No,2024-06-29
9ed9e17b-1f4b-4bf1-960f-0c4c900813ce,Angela Hahn,15,Female,Enugu,Undergraduate,Mock Exam,Collusion with other candidates,Yes,2023-12-30
a6249c5a-221b-4f24-9e01-e9ac3b25cf31,Daniel Anderson,17,Female,Kaduna,Postgraduate,University Exam,Copying from neighbors,No,2024-05-29
92b1740e-eab1-4dec-9a39-f824aa9b6e1b,Cynthia Oliver,28,Other,Abuja,High School,JAMB,Use of external assistance,Yes,2024-02-23
0be23e7c-7870-4fde-90c6-0d8f1f0f3b40,Anthony Mcpherson,29,Female,Enugu,High School,Mock Exam,Use of external assistance,Yes,2023-10-16
d03a329a-c069-4c86-867b-5eccc2a130a3,Jonathan Henderson,19,Female,Lagos,High School,Mock Exam,Collusion with other candidates,No,2023-09-20
895abc5f-e968-4355-bb2c-5fdef66a1e8b,Elizabeth Dean,20,Male,Enugu,Postgraduate,NECO,Impersonation,No,2024-10-16
a15f5362-d864-469a-9e8b-ff9bbc9e2f5b,Nancy Bean,17,Female,Port Harcourt,Postgraduate,Mock Exam,Impersonation,Yes,2024-02-16
4e6ecea5-d378-46b6-9c62-51b2a575d1bf,Mrs. Cynthia Jackson,24,Other,Abuja,Postgraduate,NECO,Copying from neighbors,Yes,2024-04-16
06f668a8-ac09-4f2d-92c5-6ba737d1002a,Amanda Anderson,20,Other,Enugu,Postgraduate,WAEC,Falsification of results,Yes,2024-08-15
d2e8cc79-caca-4588-b2a1-90c583bf46dc,Stephanie Sawyer,17,Male,Ibadan,Postgraduate,NECO,Falsification of results,No,2025-02-28
4dcc1f4a-9750-4550-9e41-fd2a01034b61,Katie Phillips,15,Female,Ibadan,Postgraduate,JAMB,Smuggling of unauthorized materials,Yes,2025-06-22
7336d2c7-3de8-42d4-8ff9-380d3f87410b,Erin Lambert,27,Female,Benin,High School,WAEC,Collusion with other candidates,No,2024-03-09
b9ca665e-7147-4333-8ffd-ae1c9e3a4db7,Eric Williams,28,Female,Benin,High School,JAMB,Copying from neighbors,Yes,2025-06-30
7c0d0558-f093-4a58-95f3-41b6f735044b,Julie Medina,25,Other,Enugu,Postgraduate,JAMB,Smuggling of unauthorized materials,Yes,2023-11-21
8f3ebf0b-c235-4050-a726-ed43419d08d7,Sean Davis,26,Other,Abuja,Undergraduate,NECO,Smuggling of unauthorized materials,Yes,2023-12-11
5e6d6920-3083-4dc6-87a5-e8a85dae14f5,Katie Kennedy,23,Female,Port Harcourt,High School,WAEC,Cheating with electronic devices,No,2024-11-26
c16d9ce0-21ad-4533-9b2d-87d00a9416f0,Allison Joseph,27,Other,Kaduna,High School,NECO,Falsification of results,No,2025-03-26
35b20eb9-19e7-4f61-87c9-8c31ea00e9c1,Christopher Brown,25,Male,Kano,Undergraduate,Mock Exam,Smuggling of unauthorized materials,No,2024-09-07
749db2eb-c839-4325-b1fb-73079334b949,Mrs. Kathryn Robinson,24,Female,Lagos,High School,University Exam,Copying from neighbors,No,2024-09-25
2f4ab05b-1b79-4620-95ce-5e69888c6614,Andrew Koch,22,Male,Enugu,High School,WAEC,Impersonation,No,2023-11-12
5aa778b2-1650-4e7d-b6eb-e3acb57eea64,Carrie Ball,30,Female,Lagos,High School,University Exam,Collusion with other candidates,No,2024-03-05
ec3e93b6-5119-4944-98c6-8fdae8c24bf9,William Miranda,26,Female,Enugu,High School,University Exam,Cheating with electronic devices,Yes,2025-07-03
d8c6839b-a3c4-49cd-9683-e4d39cf624e6,Rodney Schmidt,26,Other,Ibadan,High School,University Exam,Copying from neighbors,No,2025-04-06
8aaa0538-5a9e-40c8-baae-536fffeb69c7,Timothy Davis,23,Other,Abuja,High School,WAEC,Smuggling of unauthorized materials,No,2025-01-12
d54e0927-481e-4d96-926f-e915e86aa19c,Karen Stevens,25,Other,Enugu,High School,NECO,Copying from neighbors,No,2024-08-01
57f7c813-eb80-4c68-8df9-5eb5e455c21c,Sara James,16,Male,Lagos,High School,JAMB,Falsification of results,No,2025-04-29
6a52c0bd-7bc8-4b85-9f7f-2613be7ad8e9,Dr. Jose Cooley,29,Male,Kano,Undergraduate,Mock Exam,Impersonation,Yes,2024-06-04
b7efa130-e81a-47ad-88bd-ecca8adf4d72,Heather Camacho,27,Other,Ibadan,Postgraduate,JAMB,Copying from neighbors,No,2025-02-09
558528ef-b171-4cb5-b5e1-783be6fc6b6a,Frederick Payne,24,Female,Lagos,Undergraduate,JAMB,Use of external assistance,Yes,2025-02-25
2901c32f-b4ca-4fda-b2b1-15523748b225,Steven Lozano,28,Other,Ibadan,Postgraduate,WAEC,Copying from neighbors,No,2025-05-28
2c63e85d-e5ad-47ad-bdc6-b93a3b038b07,Logan Taylor,23,Other,Port Harcourt,Postgraduate,WAEC,Copying from neighbors,No,2024-02-26
9669a40d-89c3-42a7-9854-984d7ca84233,Roberto Grimes,20,Other,Kaduna,High School,NECO,Cheating with electronic devices,Yes,2024-05-12
d02655a3-e675-4d7d-a624-85f0e0ace4ed,William Kirby,21,Male,Benin,Undergraduate,University Exam,Collusion with other candidates,No,2023-12-15
f3c74f49-4335-48a4-84d3-98d6af92b686,Taylor Roberts,21,Female,Benin,Postgraduate,WAEC,Use of external assistance,Yes,2024-09-25
182cea7f-4a57-472b-ac4e-06cba6d05650,Kelsey Mora,21,Other,Enugu,Postgraduate,University Exam,Copying from neighbors,No,2024-02-13
b8826a04-e08f-42fb-a18e-75a7059d6304,Tina Estrada,25,Male,Benin,Postgraduate,JAMB,Copying from neighbors,No,2024-02-29
3c9bcef6-d434-4008-ab92-3e281229ce5e,Robert Davis,23,Other,Benin,High School,NECO,Impersonation,No,2023-11-08
f6b728a1-1083-4b85-9f32-c79d95bd7752,Jessica Garcia,22,Female,Ibadan,Postgraduate,NECO,Use of external assistance,No,2025-07-20
3f4333d5-fceb-4d94-a1fa-5d95b89f7f87,Stephanie Johnson,25,Female,Enugu,Postgraduate,JAMB,Impersonation,Yes,2024-05-16
2e44ca1f-b7c2-4676-abe3-901cc846ee02,Thomas Hodge,27,Female,Enugu,High School,JAMB,Cheating with electronic devices,No,2023-10-28
ccd13e97-1f97-4295-a8d5-7e6ef997ff81,Andrea Clark,17,Female,Benin,Postgraduate,JAMB,Use of external assistance,No,2025-04-22
0dd3dd73-9664-423a-928a-4378f7b66286,Anthony Lewis,21,Male,Ibadan,Postgraduate,JAMB,Collusion with other candidates,Yes,2025-07-18
70145b27-3492-4d37-89c8-218edf85ea2e,Larry Robinson,22,Male,Lagos,Postgraduate,Mock Exam,Collusion with other candidates,Yes,2024-04-21
b9411de5-5050-43ca-b577-2e3bcb7d0916,Amanda Jackson,16,Male,Kaduna,Undergraduate,University Exam,Cheating with electronic devices,Yes,2023-09-09
8991c1d3-f9ae-468a-95e8-dbeb34cc722e,Emily Whitaker,15,Other,Kano,Undergraduate,University Exam,Smuggling of unauthorized materials,Yes,2024-12-08
e4faf5de-ca11-4342-8053-ab6e35ee2e01,John Martin,24,Female,Ibadan,Postgraduate,WAEC,Falsification of results,Yes,2024-01-09
30c3eeeb-026c-4fc7-adea-38682dddfd2d,Jordan Crawford,22,Other,Lagos,High School,University Exam,Falsification of results,Yes,2025-08-06
ebe0e226-845c-4391-86a4-18259a4c4233,Heather Moore,16,Female,Benin,High School,JAMB,Cheating with electronic devices,Yes,2023-11-04
d0a9855d-c078-42e3-a98b-6eb97f7971d6,Reginald Brown,24,Other,Abuja,Undergraduate,JAMB,Smuggling of unauthorized materials,No,2024-05-28
062aa699-13e0-4729-bb8d-f9b41c9627bc,Matthew Phillips,19,Other,Benin,Undergraduate,NECO,Falsification of results,Yes,2025-06-02
d8e39283-a9d2-417d-b0ca-eeeb0ea2516c,Mary White,25,Male,Benin,Postgraduate,JAMB,Use of external assistance,Yes,2024-06-27
7eac0798-b41b-472f-bf92-dfb60143ee0d,Kayla Fuentes,15,Other,Enugu,Undergraduate,Mock Exam,Use of external assistance,Yes,2023-11-15
c06a1f5a-2da3-4de1-8cdd-4e32de0a7052,Hannah Cook,20,Other,Kaduna,Undergraduate,Mock Exam,Impersonation,Yes,2023-08-10
d0d3799f-d019-4e1a-83b7-6dbfd7615035,Francisco Webb,27,Other,Abuja,High School,NECO,Smuggling of unauthorized materials,No,2024-12-03
7b3fd9fa-c992-44d3-8591-c1aff063e510,Robert Barber,22,Male,Ibadan,Undergraduate,NECO,Smuggling of unauthorized materials,No,2023-11-10
2dde670d-554e-4b9d-9ef1-dbbcac512539,William Pierce,25,Female,Lagos,Undergraduate,JAMB,Use of external assistance,Yes,2025-04-24
3d11ea91-a17e-445b-b019-8c86c9a21ba1,Scott Cardenas,16,Other,Abuja,Undergraduate,JAMB,Collusion with other candidates,No,2024-03-09
35e45adb-dcf6-4f4f-b2c8-ec94bc34a2ef,Dave Brooks,24,Other,Abuja,Postgraduate,JAMB,Impersonation,Yes,2025-06-09
6d94fe01-4262-4fe8-a9f1-538aa5817a75,Joel Nelson,22,Male,Benin,High School,University Exam,Use of external assistance,No,2023-12-21
97c5adfe-75b3-4542-b636-5a3bdf159803,Paige Ellis,28,Other,Benin,Postgraduate,NECO,Falsification of results,Yes,2024-04-13
83579f3d-c913-4521-bb72-30e372da2b09,Gregory Bates,17,Other,Benin,Postgraduate,JAMB,Cheating with electronic devices,Yes,2023-10-08
392b5e05-cbe3-476b-b9be-89ab2efa594d,Lisa Tran,16,Other,Port Harcourt,Postgraduate,Mock Exam,Collusion with other candidates,Yes,2025-05-15
87675bad-1329-4fd6-ad00-ee87f5b88e82,Susan Nichols,25,Other,Benin,High School,NECO,Use of external assistance,No,2024-03-04
28067f36-0d99-47b6-b618-8e9da66b1af1,Karen Smith,17,Other,Benin,High School,University Exam,Collusion with other candidates,No,2025-07-23
d0dcb7b2-fe11-4094-a055-24f7993d94e3,Michael Miller,29,Other,Lagos,Postgraduate,University Exam,Use of external assistance,No,2025-05-09
7216dbea-ba2b-475b-a216-8905c9831887,Howard Johnston,15,Female,Ibadan,High School,NECO,Copying from neighbors,Yes,2024-12-09
348ac505-08a5-45e9-aa6b-4a4bb2dc9738,Deborah Trujillo,16,Female,Enugu,Postgraduate,WAEC,Copying from neighbors,Yes,2025-05-04
2d03d680-d86f-43fb-827c-db8b0bba4121,Michael Murphy,17,Female,Lagos,Undergraduate,University Exam,Collusion with other candidates,Yes,2025-01-03
f764032b-98c8-4818-83a9-40136d4042c3,Nichole West,28,Female,Kaduna,Undergraduate,University Exam,Smuggling of unauthorized materials,Yes,2024-05-02
17cc5db6-1044-45ac-b7d5-d13992f3890a,Pamela Aguilar,19,Other,Enugu,High School,NECO,Copying from neighbors,No,2023-09-05
06e4aaf2-3a01-4436-be43-a43a515034be,Laura Smith,19,Other,Port Harcourt,High School,WAEC,Impersonation,No,2023-09-26
27bca2b9-3490-4c38-9ead-f9213d61033e,Pamela Nelson,28,Other,Kaduna,High School,NECO,Smuggling of unauthorized materials,No,2024-11-03
4930d401-043f-4791-a8e5-b197cba9610c,Maria West,19,Female,Port Harcourt,Postgraduate,WAEC,Cheating with electronic devices,No,2025-04-06
51f50de5-0b2e-4dd3-bd6c-e315fcd27405,Johnny Higgins,15,Male,Port Harcourt,High School,WAEC,Copying from neighbors,Yes,2025-07-20
1a3513b2-32f7-4781-9cb6-1c8c6e3661f6,Margaret Chavez,29,Other,Lagos,High School,WAEC,Smuggling of unauthorized materials,No,2024-05-06
c6d3d4eb-ae6f-4191-bc09-24e8fb843a63,Lisa Bailey,22,Other,Port Harcourt,High School,NECO,Copying from neighbors,No,2024-12-28
3a619fe3-933e-4b10-af5e-0dde4095d2a9,Debbie Henry,22,Other,Enugu,Postgraduate,Mock Exam,Falsification of results,No,2024-11-05
86965aaa-d1ea-4a4b-b10f-28d0fcf4d044,Miranda Stanley,22,Female,Kano,Postgraduate,Mock Exam,Collusion with other candidates,No,2023-09-26
1b662cfc-949a-4abe-9d82-6169f04c9f07,Nathan Anderson,24,Female,Lagos,Postgraduate,Mock Exam,Use of external assistance,Yes,2024-04-24
46deb50f-0919-4bdb-800b-6dd68b0e87b6,Matthew Gomez,28,Other,Benin,High School,JAMB,Use of external assistance,No,2025-01-06
cb097957-d742-4c79-8ab5-0f1fa49d7e4b,Marc Rivera,25,Other,Kaduna,Undergraduate,NECO,Impersonation,No,2025-01-20
453ce682-7b13-415a-a2dc-41f284f5a5e7,Raymond Ross,20,Other,Benin,High School,NECO,Impersonation,Yes,2024-05-10
429b5744-41f1-45e3-9410-9951b02637e4,Holly Diaz,29,Male,Kaduna,Undergraduate,Mock Exam,Copying from neighbors,Yes,2025-01-31
582f94db-11d0-4c1b-bf45-1e43e6ee02a8,Cindy Jordan,27,Male,Ibadan,High School,JAMB,Use of external assistance,Yes,2024-01-29
b43f6f6f-a284-4eb8-a5c4-d65852738265,Michael Stephens,29,Female,Abuja,Postgraduate,NECO,Cheating with electronic devices,No,2024-06-09
eb98f139-a9ec-4aed-837b-2e5f7b5514bf,Jasmine Marshall,27,Other,Lagos,High School,NECO,Falsification of results,Yes,2024-11-06
7963576d-088e-4969-bb91-bdf04d673995,Randall Sharp,30,Male,Enugu,Undergraduate,WAEC,Collusion with other candidates,Yes,2025-02-03
0036984f-8378-4bb2-a38e-e5c6f6e70205,Kevin Brown,18,Other,Benin,High School,Mock Exam,Use of external assistance,Yes,2025-04-11
d90a849a-a189-4077-bbe9-19596de76127,Lindsay Hall,27,Male,Enugu,Undergraduate,University Exam,Smuggling of unauthorized materials,No,2024-12-27
193b67bd-b92b-46ca-87b2-9f18fc5b62e7,Charles Thornton,24,Female,Enugu,Postgraduate,University Exam,Smuggling of unauthorized materials,Yes,2024-03-03
f8fc5760-9a15-4b3d-bf25-9d81cb7df780,Mary Kelly,30,Female,Port Harcourt,Undergraduate,JAMB,Smuggling of unauthorized materials,Yes,2024-02-27
